sent_id	left_context	pivot	right_context
train-s178	Bevorzugt ausgeschenkt und verkauft werden hier im Weinkost Weine aus 	Deutschland	, Schweiz und Österreich. 
train-s178	Bevorzugt ausgeschenkt und verkauft werden hier im Weinkost 	Weine	 aus Deutschland, Schweiz und Österreich. 
train-s203	Unser Erlebnis auf dem Leuchtturm 	Roter	 Sand war einmalig und ein tolles Erlebnis. 
train-s204	Und die Tage davor und danach haben wir in Bremerhaven und in 	Imsum	 verbracht. 
train-s204	Und die Tage davor und danach haben wir in 	Bremerhaven	 und in Imsum verbracht. 
train-s215	Erst seit ich zu 	Happy	 - Nails - Linz gehe und das schon seit 4Jahren sind meine Nägel auch bei übermäßiger Beanspruchung vier Wochen lang schön. 
train-s232		Efes	 war eigentlich immer unser Stamm - Döner - Lieferant. 
train-s238	Einer der besten, wenn nicht der beste Frisör in 	Lörrach	. 
train-s259	Ein Nachmittag in 	Strassenhof	 fühlt sich an einem warmen Frühlingssonntag im April schon fast wie Urlaub an. 
train-s263	Herr 	Reichel	 ist ein guter Arzt rund um die Suchtmedizin. 
train-s267	Ich war bei Frau 	Dr.Röder	 - Dischinger zur Behandlung (2 Monate Wartezeit) meiner Akne, die ich seit 13 Jahre habe. 
train-s270	Frau 	Röder	 - Dischingers verfügt über einen ausgereiften Offizierston, nimmt sich kaum Zeit, hört dem Patienten nicht zu. 
train-s272	Frau 	Röder	 - Dischinger dreht einem das Wort im Munde um, glaubt alles besser zu wissen und geht in keiner Weise auf die Belange des Patienten ein. 
train-s274	Sie zeigte sich in Bezug auf 	Roaccutan	 zudem als sehr schlecht informiert. 
train-s283	Ich kann 	Kay	 Jays nur jedem vollstens empfehlen. 
train-s287	Kayjays Tanzmobil ist die erste Adresse in 	München	 wenn es um HipHop, Jazz Dance, Breakdance oder Bellydance tanzen lernen geht. 
train-s287	Kayjays 	Tanzmobil	 ist die erste Adresse in München wenn es um HipHop, Jazz Dance, Breakdance oder Bellydance tanzen lernen geht. 
train-s287		Kayjays	 Tanzmobil ist die erste Adresse in München wenn es um HipHop, Jazz Dance, Breakdance oder Bellydance tanzen lernen geht. 
train-s300	In meinem Land 	Brasilien	 funktioniert das besser! 
train-s303	Ich werde das Studio auf keinen Fall weiterempfehlen -- und in 	Bonn	 gibts die Konkurrenz, die ist genauso gut. 
train-s310	Ich habe meine Kette dann bei 	RADSPORT	 ALTIG reparieren lassen. 
train-s318	Noch nie habe ich so schlechte Service gehabt als bei 	Biotopia	. 
train-s323	Find ich super, dass endlich die Firma auf 	google	 maps eingetragen ist! 
train-s333	Wir werden auf Alle Fälle wieder nach 	Reischach	 ins Petrus fahren! 
train-s334	Dieses italienische Restaurant "	Piazza	 Italiana" bekommt für den Service, die Speisen und das Ambiente volle 5 Sterne. 
train-s337	Ich habe hier meinen 	Alfa	 GT mit Lautsprechern, Endstufen und Subwoofern der deutschen Marke AMPIRE ausstatten lassen. 
train-s346	Darüber hinaus gibt es 	Adobe	 - Trainings, Firmen-/Inhouse-Seminare sowie Coaching für 1-2 Personen. 
train-s348	Es gibt ja noch jede Menge andere Saloons in 	Nürnberg	 wo man freundlich behandelt wird. 
train-s356	Wir haben uns Anfang 	Dez	. entschlossen unser Wohn - und Esszimmer vollständig umgestalten zu lassen. 
train-s369	Nett, kompetent und dazu noch im Herzen 	Müggelheims	. 
train-s371	Noch eine von den gemütlichen Tavernen in 	Oostende	 sehr zu empfehlen. 
train-s379	Ich war heute bei Frau 	Stoehr	 weil ich immer noch "Wasser in den Ohren" hatte. 
train-s385	Bei 	Frau	 Stoehr bin ich nun gut aufgehoben und dankbar, dass meinem Problem nun geholfen wird. 
train-s422	Das Dynasty in 	Landshut	 ist wirklich empfehlenswert! 
train-s438	Hr. 	Bruckner	 ist sehr bemüht die Kunden zufriedenzustellen. 
train-s453	Meinen "Flitzer" für 2011 habe ich ebenfalls bei 	Radsport	 Wulff gekauft. 
train-s454	Habe mir auch gleich noch ein Trikot und eine Hose von 	Wulff	 zugelegt. 
train-s457	Wir haben schon viele Hausgeräte bei 	MAXX	 gekauft und können die Firma nur empfehlen. 
train-s464	In 	Google	 kämpfen Millionen von Konkurrenzseiten um unsere wichtigsten Keywords. 
train-s503		Aqua	 Mundo ist einfach PERFEKT. 
train-s506	Sind zum Kurzurlaub in 	Duhnen	 gewesen und fanden aus Zufall ganz am Ende der Strasse im Hafen dieses tolle Restaurant. 
train-s596	Dr. 	Nowakowski	 ist ein ganz besonderer Tierarzt, der sehr liebevoll und mit größter Hingabe in seinem Job aufgeht. 
train-s608	Die Pizza hier ist die beste die man in 	Aßlar	 bekommt. 
train-s623	Meine erste Wahl in 	Dortmund	. 
train-s630	In 	Frankfurt	 sollte mehr solcher Neueröffnungen geben! 
train-s634		StyleOn.de	 kannte ich schon aus dem Internet, aber so ein Laden ist halt doch noch mal besser. 
train-s635	Das Sortiment ist wohl einmalig in 	Frankfurt	. 
train-s640	Direkt neben dem großen neuen REWE in Bornheim hat vor Kurzem der Shop von 	Styleon	 aufgemacht. 
train-s640	Direkt neben dem großen neuen REWE in 	Bornheim	 hat vor Kurzem der Shop von Styleon aufgemacht. 
train-s651	Kennen sie noch das alte Andria in 	Springe	? 
train-s669	Wir haben uns dann an den Notar 	Dr.	 Kleppi gewandt, haben ohne Probleme einen Termin bekommen und wurden freundlich behandelt. 
train-s674	Bester Eintrag und richtige Positionierung der Firma bei 	Google	 Maps. 
train-s675	Das scheint ein Progammfehler von 	Google	 - Maps oder so zu sein. 
train-s677	2009 bin ich zu dem Unternehmen 	Mentor	 Coaching gekommen. 
train-s691	Ich komme ursprünglich aus 	Kasachstan	. 
train-s696	Ich gehöre zu den vielen Einwanderern in 	Deutschland	, aber auch ich habe meine Rechte, und lasse mich von keinem so abwertend behandeln. 
train-s702	Ich finde die Pizzas in der Pizzeria 	Venezia	 einfach nur mega lecker!! 
train-s712	Es grüßt Sie 	www.asiamarkt	-ahrensburg.de 
train-s713	Bei meinem Abstecher in die alte Heimat bin ich in der wunderschönen Pension von Familie Klaua in 	Bernsdorf	 untergekommen. 
train-s713	Bei meinem Abstecher in die alte Heimat bin ich in der wunderschönen Pension von Familie 	Klaua	 in Bernsdorf untergekommen. 
train-s718	Es gibt nach meiner Meinung nur 2 - Top - Chinesen in der Umgebung von Niederkassel bis 	Bonn	. 
train-s718	Es gibt nach meiner Meinung nur 2 - Top - Chinesen in der Umgebung von 	Niederkassel	 bis Bonn. 
train-s723	Seit mehreren Jahren arbeiten wir nun schon mit 	XAVA	 in Sachen Suchmaschinenoptimierung zusammen. 
train-s741	Endlich rief mich Herr Eder Mitte 	September	 an. 
train-s741	Endlich rief mich Herr 	Eder	 Mitte September an. 
train-s745	In 	München	 habe ich noch keinen kompetenteren oder freundlicheren Mediziner kennenlernen dürfen. 
train-s755	Es gibt auch 	Vespas	 und anderes, da kenne ich mich aber nicht aus. 
train-s766	Es ist von oben bis unten mit 	Edding	 beschmiert, versifft und hat lange keine Reinigungskraft mehr gesehen. 
train-s788	Auf das Ergebnis der Laborwerte musste ich wochenlang warten und Dr. 	Trapp	 bellte mich täglich am Telefon an, dass ich es am jeweils nächsten Tag nochmal versuchen sollte. 
train-s802	Also irgendwie ist das schon das 3. Hotel in 	BS	, in dem ich schlafen muß, was echt unter aller Sau ist. 
train-s803	Das BS - Hotel in 	Braunschweig	 ist in keinster Weise zu empfehlen! 
train-s804	Es muss beim Einchecken bar bezahlt werden, 	EC	 - Karten etc. wird nicht angenommen. 
train-s821	Nun sind zwei Wochen 	Provence	 vorbei und es gibt noch soviel zu sehen. 
train-s823	Vielen Dank an Familie 	Fussler	 und Ihr Team für die unvergessliche Zeit. 
train-s827	Das Hotel 	Olympia	 ist ein kleines Hotel ohne den Anspruch auf Luxus und Extravaganz. 
train-s833	Ich habe die Behandlung bei Frau 	Steinbach	 abgebrochen. 
train-s846	Ich weiß nicht, wie 	Google	 an die Adresse gekommen ist, aber die Firma existiert seit fast 20 Jahren nicht mehr! 
train-s847	Es ist wirklich ein Geheimtipp; natürlich seit der Veröffentlichung in 	Google	 Earth weniger. 
train-s848	Wir Haben Ihn nach einem Tipp der Informationstelle in 	Boston	 South Station erhalten; ein gutes, günstiges Hotel. 
train-s879	Ich muß leider rügen -- Ich hatte eine Gesichtsbehandlung bei 	Albrecht	 und bin sehr enttäuscht. 
train-s885	Zu den Donuts: Ich kenne die Donuts von Dunkin sowie 	Krispy	 Kreme. 
train-s885	Zu den Donuts: Ich kenne die Donuts von 	Dunkin	 sowie Krispy Kreme. 
train-s886	Die Donuts von 	Crazy	 Donuts müssen sich nicht verstecken. 
train-s900	Die große 60m Reithalle ist sehr hell und der Boden, genau wie die Außenplätze von "	Grüner	 Sand" angelegt. 
train-s905	Die Bedienung war unfreundlich und als 	Paintball	 - Einsteiger wurde einem das Spiel überhaupt nicht vermittelt. 
train-s910	Unter dem Umstand, dass es kein anderes Paintball Unternehmen in unmittelbarer Nähe gibt, würde ich 	Paintball	 Experience weiterempfehlen. 
train-s911	Bei der Tankstelle 	Wörner	 geht man gerne zum Tanken. 
train-s922	Die Post sollte darauf achten, dass die Leute, die in Ihren 	PostPoints	 arbeiten, auch dazu in der Lage sind, einen stinknormalen Europa - Brief anzunehmen und das richtige Porto zu bestimmen. 
train-s924	Ich würde Herrn 	Barth	 jederzeit wieder konsultieren. 
train-s927	Herr 	Hurtig	 strahlt eine angenehme Ruhe aus. 
train-s930	Das Büro war vorher Steuerberatern 	Belitzki	... 
train-s931	Herr 	Welcel	 hat das Büro dieses Jahr übernommen. 
train-s944	Die Sparkasse in 	Elmshorn	 ist DIE Bank vor Ort: Einfach super Service und nette Leute dort. 
train-s955	Sicher einer der besten Treffpunkte in 	Feldbach	, unbedingt vorbeischauen. 
train-s959	Ich hatte jahrelang das Gefühl, bei der 	VGH	 auf der sicheren Seite zu sein. 
train-s970	Die Bedienungen sind sehr freundlich und zuvorkommend und vor allem, sie stammen aus 	Italien	, was für viele Italienische Restaurants nicht unbedingt üblich ist. 
train-s974	Nicht nur das preiswerteste sondern auch noch das leckerste Eis in 	Torgau	. 
train-s980	Er spricht sehr schlecht 	Deutsch	, sodass ich gar nicht wusste, was er überhaupt von mir will. 
train-s1000	Die Lage ist super, jeweils nur ein paar Minuten Fußmarsch zu Fisherman 's Wharf, 	Lombard	 Street, usw... 
train-s1000	Die Lage ist super, jeweils nur ein paar Minuten Fußmarsch zu 	Fisherman	 's Wharf, Lombard Street, usw... 
train-s1002	Mein Kleiner ist jetzt seit fast einem Jahr beim Judo bei 	Randori	. 
train-s1013	Seit Ende 	August	 2009 ist das Unternehmen geschlossen. 
train-s1028	Herr 	Herzgen	 hat mir bei der Steuererklärung für 2009 sehr geholfen. 
train-s1029	Unsere Firma wird seit über 25 Jahren von Herrn 	Herzgen	 in allen Steuerbelangen beraten und vertreten. 
train-s1031	Zunächst muss ich sagen, dass ich den Leuten, die Herrn 	Delorme	 als unfreundlich bezeichnen, nicht zustimmen kann. 
train-s1039	Ich bin mit meinen Welsh - Corgi - Cardigan Rüden seit 6 Jahren bei Dr. 	Delorme	. 
train-s1039	Ich bin mit meinen 	Welsh	 - Corgi - Cardigan Rüden seit 6 Jahren bei Dr. Delorme. 
train-s1041	Herr Dr. 	Delorme	 hat mich bzgl. Erziehung und Vorbeugung von Erkrankungen stets intensiv beraten und sich dafür viel Zeit genommen, so dass bis heute keine gesundheitlichen Probleme bei meinem Hund aufgetreten sind. 
train-s1044	Bin seit vielen Jahren mit meinen Hunden in der Tierarztpraxis Dr. 	Delorme	. 
train-s1049	Normalerweise bin ich sehr skeptisch gegenüber Naturheilkunde, aber nachdem mit konventionellen Mitteln keine Besserung in Sicht war, ging ich zu Dr. 	Delorme	. 
train-s1054	Tierarzt Dr. 	Delorme	 ist absolut nicht zu empfehlen. 
train-s1056	Bei der Kastration unserer Katze gab Dr. 	Delorme	 ihr die Narkosespritze, ohne vorher nach ihrem Gewicht oder Alter zu fragen. 
train-s1059	Zeit nahm sich Dr. 	Delorme	 nur, um seine uminösen Keramikteilchen anzupreisen. 
train-s1071	Durch puren Zufall kam mein Mann in die Praxis von Dr. 	Kämpgen	, wo er sich zunächst behandeln lies. 
train-s1078	Ich habe Herrn Dr. 	Kämpgen	 vor der Eröffnung seiner eigenen Praxis, in der Praxis für die er vorher tätig war kennen und schätzen gelernt. 
train-s1081	Seit einigen Wochen werde ich von Dr. 	Kämpgen	 behandelt und ich bin sehr zufrieden. 
train-s1085	Ich bin neu nach Münster gezogen und auf der Suche nach einem neuen Zahnarzt bei der Praxis von Dr. 	Kämpgen	 gelandet. 
train-s1085	Ich bin neu nach 	Münster	 gezogen und auf der Suche nach einem neuen Zahnarzt bei der Praxis von Dr. Kämpgen gelandet. 
train-s1091	Bis ich Herr Dr. 	Kämpgen	 kennengelernt habe, denn dann hat sich dies schlagartig geändert! 
train-s1101	Meinen letzten Umzug habe ich von der Firma 	Zapf	 - Umzüge durchführen lassen. 
train-s1114	War schon bei mehreren Chirurgen aber Dr. 	Rauschert	 ist der allerbeste. 
train-s1125	Als ich das erste Mal den Laden nach der Eröffnung gesehen habe, war ich sehr erstaunt was Frau 	Herrmann	 aus dem Laden zauberte. 
train-s1126	Die Fenster waren rundum toll dekoriert mit eigenst angefertigter Mode von Frau 	Herrmann	. 
train-s1127	Sobald man den Laden betritt erwartet einen ein freundlich helles Ambiente und das strahlende Lächeln von Frau 	Herrmann	, die mich auch gleich bediente. 
train-s1147	Speziell der telefonische Kundendienst in 	Leipzig	 ist schnell überfragt und regiert dann mit Trotz. 
train-s1182	Wenn ich wieder nach 	Berlin	 komme, weiss ich schon wohin. 
train-s1190		O2	 wirbt sehr gerne mit tollen Services um neue Kunden. 
train-s1195	Leider haben Augustin und 	Eva	 den Laden geschlossen. 
train-s1195	Leider haben 	Augustin	 und Eva den Laden geschlossen. 
train-s1200	Meine Kinder gehen nun schon seit über 16 Jahren mit ihren großen und kleinen Wehwechen zu Dr. 	Kaas	 und der Sohn ist genauso fachlich kompetent wie schon vorher sein Vater. 
train-s1202	Unser Umzug von Köln nach 	Bad	 Honnef war ein voller Erfolg. 
train-s1202	Unser Umzug von 	Köln	 nach Bad Honnef war ein voller Erfolg. 
train-s1203	Die Firma KTS aus 	Bad	 Honnef hat sich einfach um alles gekümmert. 
train-s1203	Die Firma 	KTS	 aus Bad Honnef hat sich einfach um alles gekümmert. 
train-s1205	Ohne den Mögelaufzug von 	KTS	 wäre das kaum möglich gewesen. 
train-s1207	Die Zahnarztpraxis Dr. 	Dotzler	 & Krupka ist eine moderne und stylisch eingerichtete Zahnarztpraxis. 
train-s1216	Die Praxis liegt mitten in 	Nürnberg	 und war für mich so gut zu erreichen. 
train-s1221	Wir haben 2003 unseren Skoda Fabia Combi bei 	Auto	 Krause gekauft und sind seitdem mit dem Service überaus zufrieden. 
train-s1221	Wir haben 2003 unseren Skoda 	Fabia	 Combi bei Auto Krause gekauft und sind seitdem mit dem Service überaus zufrieden. 
train-s1221	Wir haben 2003 unseren 	Skoda	 Fabia Combi bei Auto Krause gekauft und sind seitdem mit dem Service überaus zufrieden. 
train-s1222	Besonders bei Herrn 	Woltering	 wollen wir uns mit dieser Bewertung für die sehr gute Beratung bedanken. 
train-s1223	Ich bin 	Schafflunder	 und übernachte selbst nicht im Utspann. 
train-s1225	Wir selbst gehen dort ab und zu 	Essen	, obwohl wir ganz in der Nähe wohnen. 
train-s1245	Wir haben uns nach 3 Nächten entnervt entschlossen, in das hervorragende "Best Western 	Hotel	 des Nordens" zu ziehen und haben es nicht bereut. 
train-s1248	Als mein Verlobter und ich von Augsburg nach 	München	 fahren wollten sind wir hier vor der Abfahrt hängen geblieben. 
train-s1248	Als mein Verlobter und ich von 	Augsburg	 nach München fahren wollten sind wir hier vor der Abfahrt hängen geblieben. 
train-s1249	Google Lokale Suche zeigte mir 	Hotel	 Lohmann. 
train-s1249		Google	 Lokale Suche zeigte mir Hotel Lohmann. 
train-s1256	Das Hotel mit Café und Konditorei wird liebevoll geführt von Familie 	Schürmann	. 
train-s1267	Wer seine Wohnung oder sogar sein Haus ausstatten will, der ist bei 	Pfitzmayer	 Raumausstattung gut aufgehoben. 
train-s1273	Und man kommt vom dort aus auch zu Fuß über die Josef - Kardinal - Frings Brück nach 	Düsseldorf	. 
train-s1303	Das Hotel befindet sich mitten im Wohngebiet von 	Holzgerlingen	. 
train-s1311	Ich kann diese orthopädische Praxis in 	Charlottenburg	 nur empfehlen. 
train-s1312	Als Facharztpraxis für Orthopädie und Unfallchirurgie in Berlin Charlottenburg und 	Wilmersdorf	 haben wir uns im 4. Quartal 2010 komplett umgestaltet. 
train-s1312	Als Facharztpraxis für Orthopädie und Unfallchirurgie in 	Berlin	 Charlottenburg und Wilmersdorf haben wir uns im 4. Quartal 2010 komplett umgestaltet. 
train-s1317	Er war zwar subjektiv, aber immerhin differenziert geschildert und dürfte 	A	 & J nicht gut gefallen haben. 
train-s1324	Die Strandperle, die direkt am schönen Elbstrand in 	Hamburg	 Altona liegt, ist wunderschön gelegen und macht ihrem Namen alle Ehre. 
train-s1330	Aber auch die Frau hat reichlich Auswahl an Gummistiefeln und Regenjacken zum Beispiel von der Marke 	Aigle	. 
train-s1334	Herr 	Müller	 ist einfach unglaublich! 
train-s1338	Aber damit wäre nicht die geschmackliche Vielfalt und das reichhaltige Sortiment an Schokoladen und sonstigen leckeren Süßwaren beschrieben, was es bei 	Amelie	 gibt. 
train-s1341	Wir haben zwei Nächte in der Pension 	Trauschke	 verbracht. 
train-s1375	Herr 	Schurgacz	 ist ein wirklich außergewöhnlicher Heilpraktiker, der sehr viel Energie in seine Arbeit steckt und mit der selben Begeisterung dabei ist. 
train-s1378	Jedes Anliegen, jede Frage: Hr. 	Schurgacz	 nimmt sich für seine Patienten einfach Zeit. 
train-s1392	Hab meinen 	Smart	 bekleben lassen. 
train-s1393		Donnerstag	 wurde mein Smart beklebt. 
train-s1395	Jetzt zieren keltische Symbole meinen 	Smart	 rund herum. 
train-s1408	Es hatte mich schon gewundert, dass beim ersten Telefonat direkt Dr. 	F.	 selbst dran war und ich sofort hätte kommen können. 
train-s1412	Dr. 	F.	 wirkte sehr verstreut und fachlich inkompetent. 
train-s1449	Herr 	Hofmann	 und sein Team haben mit sehr viel Liebe zum Detail ihr Geschäft aufgebaut. 
train-s1452		Kaffeetraum	 verkauft aromatisierten Kaffee in verschieden Geschmacksrichtungen. 
train-s1453	Wer in 	Flensburg	 ist, sollte auf jeden Fall dort einmal reinschauen. 
train-s1472	Der gute Geist im Restaurant ist 	Madame	 Nelly. 
train-s1484	Heute war ich dort um mir nähere Informationen zum Prius und 	Auris	 geben zu lassen. 
train-s1487	Ich habe Herrn 	Henning	 angerufen um mich über die Erweiterung eines Geländes zu beraten. 
train-s1489	Per E - Mail habe ich Herrn 	Holtz	 gefragt was eine Ohrenuntersuchung kostet bei Direktzahlung. 
train-s1491	Vor Ort musste ich dann feststellen, dass Herr 	Holtz	 mir alle möglichen Untersuchungen aufdrücken wollte. 
train-s1492	Als die Rechnung kam stand dort das doppelte des von Herrn 	Holz	 angebotenen Preises. 
train-s1493	Ich zahlte zunächst per Überweisung den Preis, den Herr 	Holtz	 per E - Mail genannt hatte. 
train-s1494	Daraufhin kam ein Brief von Herrn 	Holtz	, dass ich seine Praxis nicht mehr aufsuchen sollte, falls ich den offenstehenden Betrag nicht überweise. 
train-s1497	Auch deshalb weil Herr 	Holtz	 es nicht geschafft hat das Problem am Ohr zu beseitigen. 
train-s1501	Firmenchef Sir Colin Marshall zufolge erfreut sich 	British	 Airways weiterhin einer starken Nachfrage sowohl im Passagier- als auch im Frachtverkehr. 
train-s1501	Firmenchef Sir 	Colin	 Marshall zufolge erfreut sich British Airways weiterhin einer starken Nachfrage sowohl im Passagier- als auch im Frachtverkehr. 
train-s1502	Bundeskanzler Helmut Kohl war im Sommer, nach dem Weltwirtschaftsgipfel von Halifax, gemeinsam mit dem kanadischen Premier Jean Chrétien in den Norden 	Kanadas	 gefahren und hatte mit Trappern gesprochen. 
train-s1502	Bundeskanzler Helmut Kohl war im Sommer, nach dem Weltwirtschaftsgipfel von Halifax, gemeinsam mit dem kanadischen Premier 	Jean	 Chrétien in den Norden Kanadas gefahren und hatte mit Trappern gesprochen. 
train-s1502	Bundeskanzler Helmut Kohl war im Sommer, nach dem Weltwirtschaftsgipfel von 	Halifax	, gemeinsam mit dem kanadischen Premier Jean Chrétien in den Norden Kanadas gefahren und hatte mit Trappern gesprochen. 
train-s1502	Bundeskanzler 	Helmut	 Kohl war im Sommer, nach dem Weltwirtschaftsgipfel von Halifax, gemeinsam mit dem kanadischen Premier Jean Chrétien in den Norden Kanadas gefahren und hatte mit Trappern gesprochen. 
train-s1505	Der Büromöbelhersteller König + Neurath in 	Karben	 erwartet in diesem Jahr ein zweistelliges prozentuales Umsatzplus. 
train-s1505	Der Büromöbelhersteller König + 	Neurath	 in Karben erwartet in diesem Jahr ein zweistelliges prozentuales Umsatzplus. 
train-s1505	Der Büromöbelhersteller 	König	 + Neurath in Karben erwartet in diesem Jahr ein zweistelliges prozentuales Umsatzplus. 
train-s1507	Die Arbeitgeber fordern von 	Bonn	 eine grundsätzliche Reform der Arbeitsmarktpolitik. 
train-s1509	Minister 	Seehofer	 hält Beitragsanhebungen für unnötig 
train-s1510	``Man schließt kein Atomkraftwerk, das 200 Millionen Dollar im Jahr einbringt, Millionen Menschen Strom liefert und 25 000 Menschen eine Beschäftigung bietet'', sagte Paraschin diese Woche der finnischen Tageszeitung 	Vasabladet	: 
train-s1510	``Man schließt kein Atomkraftwerk, das 200 Millionen Dollar im Jahr einbringt, Millionen Menschen Strom liefert und 25 000 Menschen eine Beschäftigung bietet'', sagte 	Paraschin	 diese Woche der finnischen Tageszeitung Vasabladet: 
train-s1510	``Man schließt kein Atomkraftwerk, das 200 Millionen 	Dollar	 im Jahr einbringt, Millionen Menschen Strom liefert und 25 000 Menschen eine Beschäftigung bietet'', sagte Paraschin diese Woche der finnischen Tageszeitung Vasabladet: 
train-s1511	Am 12. Dezember 1969 explodierte in der Mailänder Landwirtschaftsbank, unweit des Doms und mitten in jenem Quartier, in dem 	Baj	 zu Hause war, eine Bombe, die sechzehn Menschen in den Tod riß und über hundert schwer verletzte. 
train-s1516	Die Ursachen des Golfkrieg-Syndroms, an dem in den USA und 	Großbritannien	 Tausende von Soldaten nach ihrem Kriegseinsatz erkrankt sind, sollen erforscht werden. 
train-s1516	Die Ursachen des 	Golfkrieg	-Syndroms, an dem in den USA und Großbritannien Tausende von Soldaten nach ihrem Kriegseinsatz erkrankt sind, sollen erforscht werden. 
train-s1517	Aber auch 	Deutschland	 ist noch nicht aus der Gefahrenzone. 
train-s1518	``Die Parteien, ihre Kandidaten und deren Wahlplattform akkurat einzuordnen ist sehr schwierig'', gibt Carmen de Colmenares von der Vereinigung für Forschung und soziale Studien (	ASIES	) zu. 
train-s1518	``Die Parteien, ihre Kandidaten und deren Wahlplattform akkurat einzuordnen ist sehr schwierig'', gibt 	Carmen	 de Colmenares von der Vereinigung für Forschung und soziale Studien (ASIES) zu. 
train-s1521	``Wir müssen uns auf Probleme in der Westtürkei einstellen'', warnte Gewerkschaftssprecher 	Umit	 Özdag bei der Vorstellung des Berichts. 
train-s1524	``Total überflüssig'', hatte der CDU-Parlamentarier 	Klaus	 Lippold geurteilt und lauten Beifall erhalten. 
train-s1524	``Total überflüssig'', hatte der 	CDU	-Parlamentarier Klaus Lippold geurteilt und lauten Beifall erhalten. 
train-s1526	``Wir wollen damit verhindern, daß eine allein subjektive Sicht von Wolf referiert wird'', hieß es bei 	Bertelsmann	. 
train-s1526	``Wir wollen damit verhindern, daß eine allein subjektive Sicht von 	Wolf	 referiert wird'', hieß es bei Bertelsmann. 
train-s1527	Die 34jährige betreibt mehrere Zubehörläden für 	Cannabis	 -- Pflanzer. 
train-s1528	``Selbstverständlich muß das Commonwealth Regeln haben, und die gegen die Regeln verstoßen, müssen mit Sanktionen rechnen'', sagte Mugabe nach einem Treffen mit dem CHOGM-Vorsitzenden, Neuseelands Premierminister 	Jim	 Bolger. 
train-s1528	``Selbstverständlich muß das Commonwealth Regeln haben, und die gegen die Regeln verstoßen, müssen mit Sanktionen rechnen'', sagte Mugabe nach einem Treffen mit dem CHOGM-Vorsitzenden, 	Neuseelands	 Premierminister Jim Bolger. 
train-s1528	``Selbstverständlich muß das Commonwealth Regeln haben, und die gegen die Regeln verstoßen, müssen mit Sanktionen rechnen'', sagte Mugabe nach einem Treffen mit dem 	CHOGM	-Vorsitzenden, Neuseelands Premierminister Jim Bolger. 
train-s1528	``Selbstverständlich muß das Commonwealth Regeln haben, und die gegen die Regeln verstoßen, müssen mit Sanktionen rechnen'', sagte 	Mugabe	 nach einem Treffen mit dem CHOGM-Vorsitzenden, Neuseelands Premierminister Jim Bolger. 
train-s1529	Bundesgesundheitsminister Horst Seehofer (CSU) will den kontrollierten Anbau von Nutzhanf in 	Deutschland	 wieder zulassen. 
train-s1529	Bundesgesundheitsminister Horst Seehofer (	CSU	) will den kontrollierten Anbau von Nutzhanf in Deutschland wieder zulassen. 
train-s1529	Bundesgesundheitsminister 	Horst	 Seehofer (CSU) will den kontrollierten Anbau von Nutzhanf in Deutschland wieder zulassen. 
train-s1530	Die Importbeschränkungen der Europäischen Union (EU) für sogenannte 	Dollar	-Bananen bleiben wirksam. 
train-s1530	Die Importbeschränkungen der Europäischen Union (	EU	) für sogenannte Dollar-Bananen bleiben wirksam. 
train-s1530	Die Importbeschränkungen der 	Europäischen	 Union (EU) für sogenannte Dollar-Bananen bleiben wirksam. 
train-s1532	1994 verbuchte der Konzern wieder ein Minus von mehr als 900 Millionen Kronen (rund 235 Millionen 	Mark	,) und in der ersten Hälfte der laufenden Periode sah es nicht rosiger aus. 
train-s1532	1994 verbuchte der Konzern wieder ein Minus von mehr als 900 Millionen 	Kronen	 (rund 235 Millionen Mark,) und in der ersten Hälfte der laufenden Periode sah es nicht rosiger aus. 
train-s1533	Der 55jährige war in der Nacht zuvor nach der Rückkehr aus dem Urlaub auf dem Frankfurter Rhein-	Main	-Flughafen festgenommen worden. 
train-s1533	Der 55jährige war in der Nacht zuvor nach der Rückkehr aus dem Urlaub auf dem Frankfurter 	Rhein	-Main-Flughafen festgenommen worden. 
train-s1535	Im November 1994 bis 	April	 1995 war die Zahl der deutschen Gäste um 7,4 Prozent zurückgegangen. 
train-s1536	Projektmanager 	David	 Dale spricht vom ``fürchterlichsten technischen Problem, das mir bislang in meiner Laufbahn begegnet ist''. 
train-s1538	Der Bundestagsabgeordnete 	Edelbert	 Richter hatte den Eindruck, daß die große Koalition der SPD nicht gut tut. 
train-s1539	Die Wirtschaft findet in der Wirtschaft statt'', findet ausgerechnet der in der Bundesregierung für diese Fragen zuständige FDP -- Minister 	Günter	 Rexrodt. 
train-s1540	Die Toten seien kurz darauf auf dem Friedhof von 	Port	 Harcourt beerdigt worden. 
train-s1542	Die Diebe haben vom Kolosseum in 	Rom	 angeblich einen vier Tonnen schweren Marmorblock mit Relief und antiker Inschrift gestohlen. 
train-s1544	Senator 	Bob	 Dole signalisierte inzwischen für die Republikaner bedingte Kompromißbereitschaft. 
train-s1547	Volker 	Gerhardt	 sieht eine andere Chance, das schwache Individuum so stark zu machen, wie sie ist. 
train-s1547		Volker	 Gerhardt sieht eine andere Chance, das schwache Individuum so stark zu machen, wie sie ist. 
train-s1551	``Wir haben immerhin eine beträchtliche Verpflichtung gegenüber der Bevölkerung Nigerias und des 	Niger	-Deltas.'' 
train-s1551	``Wir haben immerhin eine beträchtliche Verpflichtung gegenüber der Bevölkerung 	Nigerias	 und des Niger-Deltas.'' 
